Bigramas;Ocorrências;Tweets_Presente
('coca', 'cola');1;1
('cola', 'diet');1;1
('diet', 'https://t.co/IOFGooLqS3');1;1
('prende', 'chineses');146;146
('chineses', 'roubaram');134;134
('roubaram', 'testes');133;133
('19', 'máscaras');136;136
('máscaras', 'via');132;132
('via', 'https://t.co/8QQmzDa39X');132;132
('antes', 'sempre');8;8
('sempre', 'fazer');8;8
('fazer', 'agora');9;9
('agora', 'quarentena');166;166
('quarentena', 'tou');10;10
('tou', 'descontrolada');8;8
('descontrolada', '24/7');8;8
('24/7', 'paro');8;8
('vírus', 'acabe');2;2
('acabe', 'logo');34;34
('logo', 'preciso');8;8
('preciso', 'vê');2;2
('vê', 'gata');2;2
('qdo', 'perguntam');33;33
('perguntam', 'hospitais');33;33
('hospitais', 'cheios');33;33
('cheios', 'respondo');33;33
('respondo', 'certamente');33;33
('certamente', 'sabem');33;33
('sabem', 'dá');33;33
('dá', 'pra');38;38
('pra', 'ter');43;43
('ter', 'certeza');34;34
('certeza', 'simples');33;33
('apenas', '4');126;126
('4', '°');132;132
('°', 'mês');127;127
('mês', '2020');127;127
('2020', 'queimadas');126;126
('queimadas', 'conflito');128;128
('conflito', 'eua');130;130
('eua', 'x');140;140
('x', 'irã');140;140
('irã', 'quase');130;130
('quase', 'causando');129;129
('causando', 'terceira');128;128
('mundial', 'pa');117;117
('perguntar', 'ofende');7;7
('ofende', 'transforma');7;7
('transforma', 'combate');7;7
('combate', 'coronavírus');30;30
('coronavírus', 'quarentena');9;9
('quarentena', 'ato');7;7
('ato', 'político');7;7
('político', 'precisa');7;7
('precisa', 'responder');490;490
('sei', 'consulado');1;1
('consulado', 'conexões');1;1
('conexões', 'governo');1;1
('governo', 'chinês');9;7
('esquerda', 'favor');333;333
('favor', 'liberação');333;333
('liberação', 'maconha');335;335
('maconha', 'cocaína');333;333
('cocaína', 'aborto');333;333
('aborto', 'cloroquina');333;333
('cloroquina', 'efeitos');335;335
('efeitos', 'colaterais');388;388
('colaterais', 'porque');333;333
('porque', 'bolsonaro');333;333
('cloroquina', 'passa');89;89
('passa', 'fazer');89;89
('fazer', 'parte');100;100
('parte', 'tratamento');89;89
('tratamento', 'covid');124;124
('19', 'paraná');89;89
('paraná', 'inclusive');87;87
('inclusive', 'estágios');87;87
('estágios', 'iniciais');87;87
('iniciais', 'infecção');87;87
('infecção', '#co');87;87
('compromisso', 'manter');1;1
('manter', 'fluxos');1;1
('fluxos', 'comerciais');1;1
('comerciais', 'cadeias');1;1
('cadeias', 'suprimento');1;1
('suprimento', 'vem');1;1
('vem', 'simultaneamente');1;1
('simultaneamente', 'empenho');1;1
('empenho', 'encontrar');1;1
('mapeando', 'desconfiava');3;3
('desconfiava', '...');3;3
('...', '😒');3;3
('fux', 'coronavírus');1;1
('coronavírus', 'habeas');16;16
('habeas', 'corpus');16;16
('corpus', 'https://t.co/mpFD6yq0h7');1;1
('https://t.co/mpFD6yq0h7', 'brasil');1;1
('brasil', 'óbvio');1;1
('óbvio', 'precisa');3;3
('precisa', 'ser');10;10
('ser', 'dito');3;3
('dito', 'repetido');1;1
('logo', 'quero');10;10
('quero', 'piercing');1;1
('pensar', 'ia');1;1
('ia', 'dar');1;1
('dar', 'tattoo');1;1
('tattoo', 'aniversário');1;1
('aniversário', 'agora');1;1
('quarentena', 'fico');48;48
('fico', 'tiste');1;1
('moradores', 'hostilizam');2;2
('hostilizam', 'turistas');2;2
('turistas', 'descumprem');2;2
('descumprem', 'quarentena');2;2
('quarentena', 'praia');8;8
('praia', 'sp');2;2
('sp', '->');2;2
('->', 'https://t.co/fybpkOJhiO');2;2
('https://t.co/fybpkOJhiO', 'https://t.co/Thykpsnlft');2;2
('deu', 'brasil');46;46
('brasil', 'registra');48;48
('registra', 'diminuição');46;46
('diminuição', 'número');46;46
('19', 'obrigado');46;46
('obrigado', 'senhor');47;47
('senhor', 'ouvir');46;46
('ouvir', 'cla');46;46
('ficar', 'casa');355;350
('casa', 'melhor');135;135
('melhor', 'pra');133;133
('pra', 'morrer');133;133
('morrer', 'covid');137;137
('19', 'acidente');133;133
('acidente', 'carro');133;133
('carro', 'aids');133;133
('aids', 'assalto');133;133
('assalto', 'ônibus');133;133
('ônibus', 'atropelado');133;133
('atropelado', 'pi');5;5
('policiais', 'bogotá');4;4
('bogotá', 'capital');4;4
('capital', 'colômbia');4;4
('colômbia', 'dão');4;4
('dão', 'aulas');4;4
('aulas', 'zumba');4;4
('zumba', 'ruas');4;4
('ruas', 'cidade');4;4
('cidade', 'animar');4;4
('animar', 'cidadãos');4;4
('cidadãos', 'casa');4;4
('casa', 'devido');4;4
('ora', 'ora');134;72
('ora', '...');72;72
('...', 'olhem');62;62
('olhem', 'manual');62;62
('manual', 'manejo');62;62
('manejo', 'clínico');62;62
('clínico', 'chikungunya');62;62
('chikungunya', 'ministério');62;62
('saúde', '2017');62;62
('2017', 'autoriza');62;62
('achavam', 'povo');478;478
('povo', 'brasileiro');489;489
('brasileiro', 'morto');478;478
('morto', 'função');479;479
('função', 'quarentena');479;479
('quarentena', 'pois');527;527
('pois', 'queremos');478;478
('queremos', 'trabalhar');477;477
('trabalhar', 'derrubar');477;477
('derrubar', 'trai');477;477
('dia', '3748392');3;3
('impossível', 'ser');2;2
('ser', 'produtivo');3;3
('produtivo', 'quarentena');4;4
('quarentena', 'pai');5;5
('gosto', 'gusttavo');2;2
('gusttavo', 'lima');157;152
('lima', 'menos');2;2
('menos', 'tanto');2;2
('tanto', 'q');3;3
('q', 'tosco');2;2
('tosco', 'defendendo');2;2
('defendendo', 'bolsonaro');2;2
('bolsonaro', 'vai');9;9
('vai', 'fuder');4;4
('fuder', 'pra');2;2
('pra', 'lá');31;31
('lá', 'gosto');2;2
('kkk', 'quarentena');123;123
('quarentena', 'ta');243;243
('ta', 'deixando');143;143
('deixando', 'maluco');124;124
('maluco', '🤣');121;121
('🤣', 'https://t.co/IznQcl2Zps');121;121
('cadê', 'milionários');1;1
('milionários', 'fronteira');1;1
('fronteira', 'pra');1;1
('pra', 'vestir');1;1
('vestir', 'morcego');1;1
('morcego', 'noite');1;1
('noite', 'sair');1;1
('sair', 'dando');1;1
('dando', 'porrada');1;1
('porrada', 'filho');1;1
('filho', 'puta');29;29
('puta', 'fica');1;1
('fica', 'rol');1;1
('culpa', 'quarentena');55;55
('quarentena', '🤢');2;2
('🤢', '🥵');1;1
('🥵', 'https://t.co/PRiwsFIDPc');1;1
('quarentena', 'aproveitando');494;494
('aproveitando', 'ninguém');494;494
('ninguém', 'rua');495;495
('rua', '😅');494;494
('😅', 'https://t.co/Dyu7ac1Ean');492;492
('6h', 'manhã');122;122
('manhã', 'nessa');122;122
('quarentena', 'https://t.co/aTRwu2Svq1');122;122
('argentina', '79');351;351
('79', 'mortes');351;351
('mortes', 'covid');480;480
('19', 'brasil');404;404
('brasil', '1.150');351;351
('1.150', 'quê');351;351
('quê', 'argentina');351;351
('argentina', 'g-o-v-e-r-n-o');351;351
('tô', 'lisa');161;161
('lisa', 'nessa');161;161
('suécia', 'suspende');4;4
('suspende', 'uso');4;4
('uso', 'profilático');5;5
('profilático', 'cloroquina');4;4
('cloroquina', 'hospitais');5;5
('hospitais', 'efeitos');4;4
('colaterais', 'cãimbras');4;4
('cãimbras', 'perda');4;4
('perda', 'visão');6;6
('visão', 'periférica');6;6
('periférica', 'problem');4;4
('parece', 'cara');74;74
('cara', 'envolvido');74;74
('envolvido', 'aí');74;74
('aí', 'consulado');74;74
('consulado', 'chinês');74;74
('chinês', '...');75;75
('...', 'https://t.co/7RdpRvaLCc');74;74
('evitem', 'aglomerações');1;1
('aglomerações', 'após');1;1
('após', 'acabar');1;1
('algum', 'lugar');66;66
('lugar', 'casa');63;63
('casa', 'nessa');75;75
('quarentena', 'https://t.co/mw2G629qya');63;63
('aceito', 'menos');128;128
('menos', 'q');139;139
('q', 'pós');124;124
('quarentena', 'https://t.co/CUBurVh4Rl');124;124
('dia', '135645');43;43
('135645', 'hora');43;43
('hora', 'poesia');43;43
('poesia', 'https://t.co/yHyKvEOPvw');43;43
('estudos', 'dizem');1;1
('dizem', 'ajudar');1;1
('ajudar', 'dando');1;1
('dando', 'publicação');1;1
('publicação', 'apt');1;1
('apt', 'imune');1;1
('imune', 'covid');2;2
('covid', 'assim');1;1
('assim', 'lugar');1;1
('lugar', 'garantido');1;1
('presidente', 'vem');87;87
('vem', 'dedicando');87;87
('dedicando', 'máximo');87;87
('máximo', 'tempo');87;87
('tempo', 'influência');87;87
('influência', 'sabotar');87;87
('sabotar', 'recomendações');87;87
('recomendações', 'distancia');87;87
('furar', 'quarentena');26;26
('quarentena', 'egoísta');2;2
('egoísta', 'caraioo');2;2
('eua', 'disseram');1;1
('disseram', 'novamente');1;1
('novamente', 'dispostos');1;1
('dispostos', 'ajudar');1;1
('ajudar', 'irã');1;1
('irã', 'c');1;1
('c', 'envio');1;1
('envio', 'medicamentos');1;1
('medicamentos', 'hospitais');1;1
('hospitais', 'campanha');2;2
('campanha', 'teerã');1;1
('teerã', 'recu');1;1
('irmão', 'amiga');14;14
('amiga', 'pai');14;14
('pai', 'filha');14;14
('filha', 'pequena');14;14
('pequena', 'precisando');14;14
('precisando', 'fazer');14;14
('fazer', 'exame');14;14
('exame', 'covid');14;14
('covid', 'urgente');14;14
('urgente', 'encontra');14;14
('encontra', 'lugar');14;14
('lugar', 'post');14;14
('menina', 'carinhosa');14;14
('carinhosa', 'afetuosa');14;14
('afetuosa', 'q');14;14
('q', 'ama');16;16
('ama', 'contato');14;14
('contato', 'fisico');14;14
('fisico', 'nao');14;14
('nao', 'morrer');14;14
('morrer', 'corona');29;29
('corona', 'vou');20;20
('vou', 'morrer');28;26
('morrer', 'carencia');14;14
('polícia', 'sp');45;45
('sp', 'prende');48;48
('prende', 'dez');8;8
('dez', 'roubo');8;8
('máscaras', 'guarulhos');8;8
('guarulhos', 'https://t.co/0BkjRjb1AF');8;8
('quarentena', 'junho');295;295
('off', 'pegariam');6;6
('pegariam', 'corona');6;6
('corona', 'pinto');6;6
('pinto', 'https://t.co/2y8YsVc1Az');2;2
('ansiedade', 'nessa');67;67
('quarentena', 'https://t.co/M9VSjhRSJi');67;67
('interessa', 'caos');161;161
('cientistas', 'reforçam');73;73
('reforçam', 'defesa');73;73
('defesa', 'cloroquina');73;73
('cloroquina', 'tratar');72;72
('tratar', 'pacientes');72;72
('pacientes', 'infectados');77;77
('infectados', '#coronavírus');72;72
('#coronavírus', 'https://t.co/2vxpMhYevL');72;72
('tá', 'junçao');1;1
('junçao', 'parça');1;1
('parça', 'todo');1;1
('todo', 'final');1;1
('final', 'semana');20;20
('semana', 'tá');1;1
('quarentena', 'proíbe');174;174
('proíbe', 'girar');174;174
('girar', 'kkk');174;174
('kkk', 'https://t.co/SdDici0NKx');174;174
('tratamento', 'experimental');43;43
('experimental', 'israel');43;43
('israel', 'sucesso');43;43
('sucesso', 'de100');43;43
('de100', 'teste');43;43
('teste', 'pacientes');43;43
('pacientes', 'graves');152;152
('graves', 'coronavírus');43;43
('coronavírus', 'https://t.co/nXRsFWKs…');43;43
('míriam', 'leitão');20;20
('leitão', 'brasil');20;20
('brasil', 'atravessou');28;28
('atravessou', 'ontem');20;20
('ontem', 'fronteira');20;20
('fronteira', 'mil');20;20
('mil', 'mortos');64;64
('mortos', 'covid');69;69
('19', 'bolsonaro');30;30
('bolsonaro', 'saiu');28;28
('saiu', 'passear');20;20
('passear', 'novam');20;20
('perto', 'dessa');125;125
('dessa', 'insanidade');125;125
('insanidade', 'mental');125;125
('mental', 'realmente');125;125
('realmente', 'covid');125;125
('19', 'fichinha');125;125
('fichinha', 'https://t.co/Mb4dTo974b');125;125
('hospitais', 'jornal');4;4
('jornal', 'globo');12;12
('globo', 'https://t.co/7F4gNUV…');1;1
('foda', 'gostosa');29;29
('gostosa', 'foda');29;29
('foda', 'frescura');29;29
('frescura', '😈');29;29
('😈', 'assistiu');29;29
('assistiu', 'novo');29;29
('novo', 'vídeo');31;31
('vídeo', 'dessa');30;30
('dessa', 'dupla');29;29
('dupla', 'aproveitando');29;29
('aproveitando', 'bem');29;29
('tempo', 'refletindo');1;1
('refletindo', 'fizemos');1;1
('fizemos', 'lista');1;1
('lista', 'roles');1;1
('roles', 'importantes');1;1
('importantes', 'pra');1;1
('pra', 'quarentena');495;495
('quarentena', 'alguns');4;4
('alguns', 'itens');1;1
('itens', 'albatr');1;1
('🚩', 'quarentena');6;6
('quarentena', 'terra');13;13
('terra', '👩');6;6
('👩', '\u200d');7;7
('\u200d', '🌾');6;6
('🌾', '‼');6;6
('‼', '️');69;38
('️', 'manhã');6;6
('manhã', 'desse');3;3
('desse', 'sábado');4;4
('sábado', '11');36;36
('11', 'mst');6;6
('mst', 'realizou');6;6
('realizou', 'segunda');6;6
('segunda', 'doação');6;6
('doação', 'alimentos');6;6
('alimentos', 'saudáveis');3;3
('saudáveis', 'bairr');3;3
('acaaabaram', 'roubar');8;8
('roubar', 'moto');8;8
('moto', 'pai');8;8
('pai', 'fa');8;8
('fa', 'filha');8;8
('filha', 'unica');8;8
('unica', 'sendo');8;8
('sendo', 'pra');8;8
('pra', 'trazer');11;11
('trazer', 'pao');8;8
('pao', 'pra');8;8
('pra', 'rodando');8;8
('rodando', 'ifood');8;8
('ifood', 'n');8;8
('deus', 'aglomeração');8;8
('aglomeração', 'som');9;9
('som', 'saia');8;8
('saia', 'rodada');12;12
('favor', 'corona');10;10
('corona', 'vá');9;9
('vá', 'embora');11;11
('embora', 'deixe');1;1
('deixe', 'joão');1;1
('joão', 'paz');1;1
('quarentena', 'dessa');124;124
('dessa', 'n');111;111
('n', 'tá');115;115
('tá', 'engordando');111;111
('engordando', 'tá');111;111
('tá', 'engravidando');111;111
('engravidando', '...');111;111
('...', 'vms');111;111
('vms', 'engordar');111;111
('engordar', 'pq');111;111
('pq', 'engravidar');111;111
('engravidar', 'q');111;111
('q', 'n');129;129
('n', 'posso');117;117
('posso', '🙅');111;111
('🙅', '🏽');113;113
('🏽', '\u200d');133;133
('\u200d', '♀');161;157
('♀', '️');159;155
('️', '🤣');112;112
('meninas', 'quarentena');18;18
('quarentena', 'mostrou');20;20
('mostrou', 'pra');18;18
('pra', 'quantos');18;18
('quantos', 'procedimentos');18;18
('procedimentos', 'estéticos');18;18
('estéticos', 'gente');18;18
('gente', 'fazia');21;21
('fazia', 'apenas');18;18
('apenas', 'sermos');18;18
('sermos', 'vistas');18;18
('vistas', 'pe');18;18
('parece', 'q');31;31
('q', 'cada');18;18
('cada', 'dia');52;52
('dia', 'q');26;26
('q', 'passa');18;18
('passa', 'nessa');18;18
('fico', 'feio');18;18
('feio', 'https://t.co/IOsQk3tAYa');18;18
('governo', 'trabalha');4;4
('trabalha', 'fazer');4;4
('fazer', '50');15;15
('50', 'mil');23;23
('testes', 'dia');6;6
('dia', 'coronavírus');4;4
('coronavírus', 'hoje');4;4
('hoje', '4');4;4
('4', 'mil');9;9
('mil', 'https://t.co/IetQm32OUf');4;4
('italianos', 'maior');34;34
('maior', 'taxa');34;34
('taxa', 'letalidade');34;34
('letalidade', 'mundo');34;34
('mundo', 'medo');34;34
('medo', 'coronavirus');34;34
('coronavirus', 'brasil');37;37
('brasil', '...');51;51
('...', 'https://t.co/AiS3A…');34;34
('quarentena', 'https://t.co/oIuoBzNEUm');18;18
('eua', 'uk');8;8
('uk', 'chamaram');8;8
('chamaram', 'cidadãos');8;8
('cidadãos', 'residentes');8;8
('residentes', 'brasil');8;8
('brasil', 'volta');8;8
('volta', 'pro');9;9
('pro', 'territórios');8;8
('territórios', 'agora');8;8
('agora', 'vez');8;8
('vez', 'italianos');8;8
('única', 'pessoa');93;93
('pessoa', 'ainda');86;86
('ainda', 'cortou');86;86
('cortou', 'cabelo');86;86
('cabelo', 'quarentena');90;90
('quarentena', '\U0001f971');89;89
('democracia', 'antes');7;7
('antes', 'covid');33;33
('19', 'eua');17;17
('eua', 'determinado');7;7
('determinado', 'operar');7;7
('operar', 'golpe');7;7
('golpe', 'estado');7;7
('estado', 'venezuela');7;7
('venezuela', 'eua');7;7
('fico', 'aliviada');3;3
('aliviada', 'feliz');3;3
('feliz', 'paulo');3;3
('paulo', 'tempo');3;3
('tempo', 'triste');3;3
('triste', 'angustiada');3;3
('angustiada', 'outros');3;3
('outros', 'estados');3;3
('estados', 'povo');3;3
('povo', 'aceita');3;3
('aceita', 'passivamente');3;3
('saber', 'q');7;7
('q', 'dave');1;1
('dave', 'grohl');1;1
('grohl', 'ta');1;1
('ta', 'uns');1;1
('uns', '52');1;1
('52', 'anos');1;1
('anos', 'krist');1;1
('krist', '54');1;1
('54', 'corona');1;1
('vírus', 'tá');8;8
('tá', 'aí');9;9
('aí', 'deixa');1;1
('deixa', 'assustado');1;1
('maior', 'potência');6;6
('potência', 'mundo');6;6
('mundo', 'batendo');6;6
('batendo', 'recorde');12;12
('recorde', 'mortes');20;20
('mortes', 'função');6;6
('função', 'corona');6;6
('corona', 'aqui');11;11
('aqui', 'brasil');30;30
('brasil', 'rio');6;6
('janeiro', 'vagabundo');6;6
('vagabundo', 'fazen');6;6
('melhor', 'vídeo');52;52
('vídeo', 'sobre');45;45
('sobre', 'necessidade');43;43
('necessidade', 'distanciamento');43;43
('social', 'https://t.co/PeeDnTzw1m');43;43
('morreram', 'bahia');103;103
('bahia', '11');103;103
('11', 'pessoas');103;103
('19', '42');104;104
('42', 'assassinadas');103;103
('assassinadas', 'nesse');103;103
('nesse', 'mês');109;109
('mês', 'abril');109;109
('abril', 'devo');103;103
('colete', '😳');103;103
('😳', '😳');109;106
('revista', 'eua');6;6
('eua', 'compara');6;6
('compara', 'bolsonaro');6;6
('bolsonaro', 'jim');6;6
('jim', 'jones');6;6
('jones', 'autor');6;6
('autor', 'massacre');6;6
('massacre', 'jonestown');6;6
('jonestown', '1978');6;6
('1978', 'pastor');6;6
('pastor', 'promoveu');6;6
('promoveu', 'suicídio');6;6
('pq', 'galera');7;7
('galera', 'acha');7;7
('acha', 'coronavirus');5;5
('coronavirus', 'coisa');5;5
('coisa', 'china');5;5
('china', 'ganhar');5;5
('ganhar', 'dinheiro');17;17
('dinheiro', 'acha');5;5
('acha', 'cloroquina');6;6
('cloroquina', 'coisa');5;5
('coisa', 'índia');5;5
('índia', 'pa');5;5
('pessoas', 'câncer');22;22
('câncer', 'precisando');22;22
('precisando', 'cirurgias');22;22
('cirurgias', 'hospitais');22;22
('hospitais', 'fechados');22;22
('fechados', 'vazios');22;22
('vazios', 'atendendo');22;22
('atendendo', 'somente');22;22
('somente', 'infectados');22;22
('infectados', 'covid');24;24
('hidroxicloroquina', 'tornando');190;190
('tornando', 'cada');190;190
('cada', 'vez');219;219
('vez', 'eficaz');190;190
('eficaz', 'contra');190;190
('contra', 'coronavírus');288;288
('coronavírus', 'agora');207;207
('agora', 'jeito');190;190
('jeito', 'pessoal');190;190
('pessoal', 'torce');190;190
('torce', 'pe');190;190
('confia', 'caras');87;87
('caras', 'sim');87;87
('sim', 'vai');89;89
('vai', 'dar');126;126
('dar', 'certo');89;89
('fiz', 'nada');4;3
('nada', 'dia');2;2
('dia', 'inteiro');43;43
('inteiro', 'resumido');1;1
('resumido', 'virei');1;1
